"id" ,"cliente"                     ,"valor_pago" ,"produto"             ,"data_pagamento" ,"status_entrega"
1439 ,"Arthur Gabriel Guerra"       ,     1706.03 ,"Ferramenta"          ,"2022-05-08"     ,"Entregue"
1440 ,"Rebeca Silva"                ,     2513.34 ,"Ferramenta"          ,"2023-02-21"     ,"Em Devolução"
1441 ,"Manuella Vasconcelos"        ,     3835.53 ,"Ferramenta"          ,"2021-01-21"     ,"Extraviado"
1442 ,"André da Costa"              ,     3899.69 ,"Utensílio Doméstico" ,"2020-05-11"     ,"Extraviado"
1443 ,"João Guilherme Câmara"       ,     3515.79 ,"Brinquedo"           ,"2019-01-20"     ,"Devolvido"
1444 ,"Dr. Caleb Barbosa"           ,     2380.03 ,"Utensílio Doméstico" ,"2020-10-29"     ,"Em Devolução"
1445 ,"Heloisa Sousa"               ,     2865.63 ,"Ferramenta"          ,"2021-03-16"     ,"Cancelado"
1446 ,"Clara da Conceição"          ,     4127.83 ,"Ferramenta"          ,"2020-09-22"     ,"Extraviado"
1447 ,"Rodrigo Ribeiro"             ,     4612.51 ,"Brinquedo"           ,"2024-04-13"     ,"Entregue"
1450 ,"Heloísa Rezende"             ,     3389.84 ,"Ferramenta"          ,"2023-04-04"     ,"Entregue"
1451 ,"Maria Alice Lopes"           ,     1641.21 ,"Brinquedo"           ,"2020-08-30"     ,"Cancelado"
1452 ,"Larissa Caldeira"            ,     2023.98 ,"Brinquedo"           ,"2021-11-17"     ,"Cancelado"
1453 ,"Dante Machado"               ,     2091.44 ,"Brinquedo"           ,"2019-12-04"     ,"Devolvido"
1456 ,"Hellena Rocha"               ,     4562.04 ,"Utensílio Doméstico" ,"2021-05-24"     ,"Entregue"
1457 ,"Ryan da Conceição"           ,     3676.06 ,"Utensílio Doméstico" ,"2020-11-20"     ,"Entregue"
1458 ,"Agatha Borges"               ,     4135.12 ,"Utensílio Doméstico" ,"2021-10-30"     ,"Extraviado"
1459 ,"Heloísa Lopes"               ,     4753.43 ,"Ferramenta"          ,"2024-11-26"     ,"Devolvido"
1460 ,"Ana Cecília Jesus"           ,     4083.7  ,"Brinquedo"           ,"2019-07-24"     ,"Devolvido"
1462 ,"Sra. Ana da Conceição"       ,     4020.98 ,"Ferramenta"          ,"2024-09-18"     ,"Cancelado"
1463 ,"Mateus Nascimento"           ,     3933.41 ,"Utensílio Doméstico" ,"2019-01-10"     ,"Extraviado"
1464 ,"Guilherme Barros"            ,     4992.86 ,"Brinquedo"           ,"2023-06-12"     ,"Extraviado"
1465 ,"Alexandre Moreira"           ,     2808.36 ,"Brinquedo"           ,"2024-05-18"     ,"Devolvido"
1467 ,"Ian Leão"                    ,     4490.25 ,"Ferramenta"          ,"2021-04-16"     ,"Entregue"
1468 ,"Pedro Henrique Costela"      ,     1045.15 ,"Ferramenta"          ,"2021-04-15"     ,"Devolvido"
1469 ,"João Felipe Alves"           ,     1269.73 ,"Ferramenta"          ,"2022-06-30"     ,"Devolvido"
1471 ,"Valentim Borges"             ,     2434.78 ,"Utensílio Doméstico" ,"2020-07-05"     ,"Entregue"
1472 ,"Cauã da Mata"                ,     2762.87 ,"Utensílio Doméstico" ,"2019-02-22"     ,"Cancelado"
1474 ,"Luiza Costa"                 ,     2195.89 ,"Ferramenta"          ,"2021-07-11"     ,"Devolvido"
1475 ,"Bárbara Novais"              ,     2312.75 ,"Ferramenta"          ,"2019-08-20"     ,"Devolvido"
1476 ,"Camila Moraes"               ,     1874.07 ,"Utensílio Doméstico" ,"2024-05-11"     ,"Entregue"
1478 ,"Oliver da Cunha"             ,     3695.39 ,"Brinquedo"           ,"2021-04-06"     ,"Cancelado"
1479 ,"Sofia Farias"                ,     4441.1  ,"Brinquedo"           ,"2023-12-02"     ,"Entregue"
1480 ,"Rafael da Cruz"              ,     2127.8  ,"Brinquedo"           ,"2021-02-08"     ,"Cancelado"
1481 ,"Amanda Machado"              ,     4004.16 ,"Brinquedo"           ,"2023-05-04"     ,"Devolvido"
1482 ,"Yuri Guerra"                 ,     3861    ,"Utensílio Doméstico" ,"2024-10-01"     ,"Em Devolução"
1483 ,"Heloisa Lima"                ,     1853.63 ,"Brinquedo"           ,"2020-06-12"     ,"Extraviado"
1485 ,"Luiz Miguel Rezende"         ,     4519.02 ,"Ferramenta"          ,"2021-12-01"     ,"Cancelado"
1486 ,"Vicente Rodrigues"           ,     2857.41 ,"Ferramenta"          ,"2019-07-11"     ,"Extraviado"
1488 ,"Eduardo Fernandes"           ,     1033.42 ,"Ferramenta"          ,"2019-03-22"     ,"Entregue"
1489 ,"Elisa Vargas"                ,     1852.29 ,"Brinquedo"           ,"2024-05-25"     ,"Entregue"
1490 ,"Esther Jesus"                ,     1818.84 ,"Brinquedo"           ,"2021-12-22"     ,"Extraviado"
1491 ,"Matteo Aragão"               ,     3118.47 ,"Utensílio Doméstico" ,"2023-09-21"     ,"Entregue"
1492 ,"Sr. Luan Cirino"             ,     1681.74 ,"Utensílio Doméstico" ,"2022-02-11"     ,"Extraviado"
1493 ,"Maya Cassiano"               ,     2435.01 ,"Brinquedo"           ,"2022-10-20"     ,"Devolvido"
1494 ,"Sabrina Ribeiro"             ,     4324.33 ,"Ferramenta"          ,"2022-06-04"     ,"Entregue"
1495 ,"Pedro Lucas Andrade"         ,     3275.19 ,"Brinquedo"           ,"2020-06-16"     ,"Entregue"
1496 ,"Luiza Novais"                ,     1734.7  ,"Brinquedo"           ,"2023-05-21"     ,"Extraviado"
1497 ,"Augusto Araújo"              ,     4843.92 ,"Brinquedo"           ,"2019-10-21"     ,"Devolvido"
1498 ,"Heloisa Ribeiro"             ,     3165.11 ,"Ferramenta"          ,"2023-02-08"     ,"Entregue"
1500 ,"Lucca Monteiro"              ,     4727.63 ,"Utensílio Doméstico" ,"2023-02-10"     ,"Em Devolução"
1502 ,"Sra. Maria Júlia Macedo"     ,     4721.45 ,"Utensílio Doméstico" ,"2024-12-09"     ,"Cancelado"
1503 ,"Dr. Bernardo Casa Grande"    ,     4733.44 ,"Ferramenta"          ,"2020-04-26"     ,"Extraviado"
1505 ,"Dra. Giovanna Freitas"       ,     1709.99 ,"Brinquedo"           ,"2023-03-23"     ,"Cancelado"
1506 ,"Nathan Costela"              ,     1207.6  ,"Ferramenta"          ,"2019-07-11"     ,"Extraviado"
1507 ,"Maria Sophia Nogueira"       ,     1880.1  ,"Utensílio Doméstico" ,"2020-04-06"     ,"Em Devolução"
1508 ,"Davi Luiz Moura"             ,     1993.9  ,"Brinquedo"           ,"2022-11-09"     ,"Em Devolução"
1509 ,"Luana Garcia"                ,     4658.48 ,"Brinquedo"           ,"2022-04-06"     ,"Extraviado"
1510 ,"Bruno Pereira"               ,     3620.49 ,"Brinquedo"           ,"2024-10-26"     ,"Em Devolução"
1513 ,"Arthur Pastor"               ,     2907.71 ,"Brinquedo"           ,"2024-03-07"     ,"Em Devolução"
1514 ,"Maria Eduarda Cassiano"      ,     3400.6  ,"Ferramenta"          ,"2021-10-17"     ,"Entregue"
1515 ,"Pietro da Mota"              ,     2151.81 ,"Utensílio Doméstico" ,"2024-04-07"     ,"Cancelado"
1516 ,"Mateus Gomes"                ,     3584.91 ,"Brinquedo"           ,"2023-06-23"     ,"Cancelado"
1517 ,"Sr. João Borges"             ,     2600.24 ,"Utensílio Doméstico" ,"2019-04-07"     ,"Extraviado"
1519 ,"Dr. Apollo Camargo"          ,     3327.54 ,"Brinquedo"           ,"2021-08-09"     ,"Extraviado"
1520 ,"Catarina Teixeira"           ,     4488.95 ,"Brinquedo"           ,"2019-11-07"     ,"Extraviado"
1521 ,"Dante Santos"                ,     1970.62 ,"Ferramenta"          ,"2021-07-30"     ,"Em Devolução"
1522 ,"João Gabriel da Luz"         ,     3261.8  ,"Ferramenta"          ,"2021-04-21"     ,"Devolvido"
1524 ,"Vitor Hugo Nogueira"         ,     4436.69 ,"Ferramenta"          ,"2019-05-11"     ,"Devolvido"
1526 ,"José Pedro Farias"           ,     4396.08 ,"Ferramenta"          ,"2019-10-29"     ,"Entregue"
1527 ,"Oliver Vieira"               ,     3093.74 ,"Ferramenta"          ,"2023-07-19"     ,"Entregue"
1528 ,"Cauã Moreira"                ,     2718.91 ,"Brinquedo"           ,"2019-06-14"     ,"Em Devolução"
1529 ,"Carolina Mendonça"           ,     3596.03 ,"Brinquedo"           ,"2019-03-17"     ,"Extraviado"
1530 ,"Luiz Felipe Brito"           ,     3681.91 ,"Ferramenta"          ,"2022-05-07"     ,"Extraviado"
1531 ,"Srta. Emanuelly Sales"       ,     4630.37 ,"Utensílio Doméstico" ,"2022-12-24"     ,"Extraviado"
1532 ,"Murilo Costa"                ,     3060.5  ,"Brinquedo"           ,"2022-08-26"     ,"Em Devolução"
1533 ,"Sra. Marcela Castro"         ,     1768.43 ,"Ferramenta"          ,"2020-08-12"     ,"Em Devolução"
1534 ,"Sr. Henrique Martins"        ,     2992    ,"Ferramenta"          ,"2023-12-20"     ,"Devolvido"
1537 ,"Lorenzo Andrade"             ,     3188.32 ,"Brinquedo"           ,"2019-07-05"     ,"Em Devolução"
1538 ,"João Vitor Camargo"          ,     4397.98 ,"Ferramenta"          ,"2019-12-31"     ,"Em Devolução"
1539 ,"Guilherme Moraes"            ,     3644.94 ,"Ferramenta"          ,"2022-04-30"     ,"Cancelado"
1540 ,"Aurora Leão"                 ,     1962.56 ,"Brinquedo"           ,"2022-01-06"     ,"Cancelado"
1541 ,"Camila Barros"               ,     2802.03 ,"Brinquedo"           ,"2022-07-24"     ,"Extraviado"
1542 ,"Luna Cavalcanti"             ,     1418.44 ,"Utensílio Doméstico" ,"2020-10-11"     ,"Em Devolução"
1543 ,"Maya Rocha"                  ,     1799.7  ,"Brinquedo"           ,"2023-03-11"     ,"Entregue"
1544 ,"Antônio Albuquerque"         ,     3104.33 ,"Brinquedo"           ,"2022-10-30"     ,"Entregue"
1545 ,"Breno Ribeiro"               ,     2209.83 ,"Ferramenta"          ,"2020-11-17"     ,"Extraviado"
1547 ,"Valentim Carvalho"           ,     3911.2  ,"Utensílio Doméstico" ,"2020-07-22"     ,"Devolvido"
1551 ,"Maria Fernanda Cavalcante"   ,     4509.31 ,"Utensílio Doméstico" ,"2022-02-14"     ,"Cancelado"
1552 ,"Rhavi Gomes"                 ,     3610.59 ,"Ferramenta"          ,"2019-03-09"     ,"Entregue"
1553 ,"Leandro Brito"               ,     4032.55 ,"Ferramenta"          ,"2023-12-12"     ,"Cancelado"
1554 ,"Pedro Lucas Albuquerque"     ,     4506.16 ,"Ferramenta"          ,"2024-05-11"     ,"Devolvido"
1555 ,"Dr. Davi Moura"              ,     4845.81 ,"Utensílio Doméstico" ,"2020-06-24"     ,"Em Devolução"
1556 ,"João Felipe Guerra"          ,     4569.62 ,"Utensílio Doméstico" ,"2021-08-03"     ,"Devolvido"
1557 ,"Srta. Eloah Santos"          ,     1595.69 ,"Ferramenta"          ,"2024-04-27"     ,"Cancelado"
1558 ,"Maria Alice Costa"           ,     2012.3  ,"Ferramenta"          ,"2020-06-30"     ,"Devolvido"
1559 ,"Kevin Viana"                 ,     1600.18 ,"Ferramenta"          ,"2019-11-15"     ,"Extraviado"
1560 ,"Isis Nogueira"               ,     4083.42 ,"Utensílio Doméstico" ,"2019-03-01"     ,"Em Devolução"
1562 ,"Davi Lucas Pacheco"          ,     3206.85 ,"Utensílio Doméstico" ,"2023-02-01"     ,"Entregue"
1563 ,"Srta. Valentina Vasconcelos" ,     3514.55 ,"Utensílio Doméstico" ,"2020-10-17"     ,"Em Devolução"
1564 ,"Dra. Alícia Silveira"        ,     3019.35 ,"Utensílio Doméstico" ,"2021-10-06"     ,"Devolvido"
1568 ,"Vitor Albuquerque"           ,     1659.93 ,"Utensílio Doméstico" ,"2024-05-23"     ,"Extraviado"
1569 ,"Anthony Souza"               ,     1908.56 ,"Utensílio Doméstico" ,"2024-11-25"     ,"Cancelado"
1570 ,"Sra. Milena Rocha"           ,     3366.06 ,"Brinquedo"           ,"2020-08-27"     ,"Em Devolução"
1571 ,"Manuella Ribeiro"            ,     2852.06 ,"Brinquedo"           ,"2021-05-18"     ,"Devolvido"
1572 ,"Srta. Eduarda Pastor"        ,     4611.99 ,"Brinquedo"           ,"2020-06-15"     ,"Entregue"
1573 ,"Augusto Teixeira"            ,     4154.69 ,"Brinquedo"           ,"2024-02-15"     ,"Devolvido"
1574 ,"Ana Lívia Sales"             ,     2103.62 ,"Utensílio Doméstico" ,"2021-09-04"     ,"Em Devolução"
1575 ,"Catarina Peixoto"            ,     2247.11 ,"Utensílio Doméstico" ,"2022-10-05"     ,"Extraviado"
1576 ,"Lavínia Albuquerque"         ,     1394.23 ,"Utensílio Doméstico" ,"2022-08-04"     ,"Em Devolução"
1577 ,"Dr. Luiz Otávio da Rosa"     ,     4606.33 ,"Brinquedo"           ,"2022-01-04"     ,"Extraviado"
1578 ,"Sra. Catarina Almeida"       ,     2868.22 ,"Ferramenta"          ,"2021-11-16"     ,"Entregue"
1579 ,"Srta. Maria Laura Fernandes" ,     3255.88 ,"Ferramenta"          ,"2021-11-03"     ,"Cancelado"
1580 ,"Cecilia Melo"                ,     1242.17 ,"Ferramenta"          ,"2023-11-29"     ,"Entregue"
1581 ,"Sra. Marcela Porto"          ,     2451.72 ,"Brinquedo"           ,"2022-08-14"     ,"Cancelado"
1582 ,"Maria Liz Sampaio"           ,     4182.48 ,"Ferramenta"          ,"2024-05-15"     ,"Devolvido"
1583 ,"Isaac Correia"               ,     3260.44 ,"Ferramenta"          ,"2021-08-03"     ,"Cancelado"
1586 ,"Olívia Fernandes"            ,     2338.91 ,"Brinquedo"           ,"2020-07-21"     ,"Extraviado"
1587 ,"Rafael Rezende"              ,     2026.9  ,"Ferramenta"          ,"2022-02-28"     ,"Devolvido"
1589 ,"Guilherme Peixoto"           ,     4090.91 ,"Ferramenta"          ,"2019-08-15"     ,"Em Devolução"
1590 ,"Alexandre Cunha"             ,     1861.37 ,"Brinquedo"           ,"2024-08-20"     ,"Em Devolução"
1591 ,"Erick Ribeiro"               ,     3326.34 ,"Brinquedo"           ,"2021-02-28"     ,"Em Devolução"
1592 ,"Anthony Rocha"               ,     2973.83 ,"Brinquedo"           ,"2024-12-10"     ,"Entregue"
1594 ,"Leonardo da Costa"           ,     3528.96 ,"Utensílio Doméstico" ,"2021-05-11"     ,"Extraviado"
1595 ,"Maria Cecília Fogaça"        ,     3599.18 ,"Brinquedo"           ,"2019-07-12"     ,"Extraviado"
1596 ,"Bruna Sampaio"               ,     2841.77 ,"Ferramenta"          ,"2019-02-24"     ,"Entregue"
1597 ,"Anthony Gabriel Peixoto"     ,     3460.12 ,"Brinquedo"           ,"2022-03-10"     ,"Em Devolução"
1598 ,"Sr. Matheus Costa"           ,     2538.93 ,"Ferramenta"          ,"2020-11-30"     ,"Cancelado"
1599 ,"Theo Ribeiro"                ,     1200.62 ,"Ferramenta"          ,"2019-11-28"     ,"Cancelado"
1600 ,"Sofia Jesus"                 ,     4739.83 ,"Utensílio Doméstico" ,"2022-07-09"     ,"Cancelado"
1602 ,"Ana Beatriz Ramos"           ,     2169.24 ,"Utensílio Doméstico" ,"2022-11-19"     ,"Cancelado"
1603 ,"Theodoro Barros"             ,     4821.5  ,"Brinquedo"           ,"2021-07-07"     ,"Em Devolução"
1604 ,"Sr. Bento Fernandes"         ,     1510.72 ,"Brinquedo"           ,"2024-10-29"     ,"Extraviado"
1605 ,"Dr. Ryan Mendes"             ,     3334.02 ,"Ferramenta"          ,"2022-08-27"     ,"Cancelado"
1606 ,"Dr. Breno Marques"           ,     1983.27 ,"Brinquedo"           ,"2023-10-28"     ,"Entregue"
1607 ,"Cauê Moraes"                 ,     2065.84 ,"Utensílio Doméstico" ,"2020-07-21"     ,"Extraviado"
1608 ,"Sra. Melissa Leão"           ,     1220.37 ,"Utensílio Doméstico" ,"2023-01-10"     ,"Cancelado"
1609 ,"Mariah Vargas"               ,     3197.58 ,"Ferramenta"          ,"2019-10-04"     ,"Extraviado"
1610 ,"Brenda Pacheco"              ,     1459.32 ,"Ferramenta"          ,"2023-08-22"     ,"Cancelado"
1611 ,"Rodrigo da Rocha"            ,     4345.92 ,"Ferramenta"          ,"2023-02-13"     ,"Cancelado"
1613 ,"Luiz Henrique Moraes"        ,     4671.12 ,"Utensílio Doméstico" ,"2023-12-14"     ,"Em Devolução"
1614 ,"Anthony Aparecida"           ,     4655.29 ,"Ferramenta"          ,"2022-08-24"     ,"Extraviado"
1615 ,"Davi Jesus"                  ,     1220.61 ,"Utensílio Doméstico" ,"2021-04-23"     ,"Extraviado"
1616 ,"Amanda Dias"                 ,     4879.02 ,"Ferramenta"          ,"2022-10-16"     ,"Devolvido"
1617 ,"Bryan Sampaio"               ,     2362.7  ,"Utensílio Doméstico" ,"2021-05-08"     ,"Devolvido"
1618 ,"Heloisa Aragão"              ,     1181.21 ,"Ferramenta"          ,"2020-04-03"     ,"Devolvido"
1619 ,"Benicio Peixoto"             ,     1624.91 ,"Brinquedo"           ,"2023-09-10"     ,"Cancelado"
1620 ,"Kaique Jesus"                ,     2637.8  ,"Brinquedo"           ,"2021-06-05"     ,"Entregue"
1621 ,"Ana Laura Souza"             ,     2411.65 ,"Ferramenta"          ,"2024-01-08"     ,"Em Devolução"
1622 ,"Clara Novais"                ,     4121.75 ,"Ferramenta"          ,"2024-08-24"     ,"Entregue"
1623 ,"Gustavo Henrique Pastor"     ,     2919.38 ,"Brinquedo"           ,"2024-09-24"     ,"Extraviado"
1627 ,"Anthony Porto"               ,     1975.09 ,"Brinquedo"           ,"2020-09-15"     ,"Em Devolução"
1629 ,"Lucas Gabriel Abreu"         ,     4681.23 ,"Brinquedo"           ,"2023-06-11"     ,"Entregue"
1630 ,"Sr. Lucas Pacheco"           ,     3731.2  ,"Brinquedo"           ,"2023-07-04"     ,"Entregue"
1631 ,"Marcelo Costela"             ,     2649.08 ,"Utensílio Doméstico" ,"2020-07-10"     ,"Extraviado"
1633 ,"Levi Macedo"                 ,     1212.05 ,"Ferramenta"          ,"2021-04-20"     ,"Extraviado"
1634 ,"Ágatha Mendes"               ,     2425.96 ,"Brinquedo"           ,"2022-04-22"     ,"Extraviado"
1635 ,"Ana Sophia Câmara"           ,     1129.51 ,"Brinquedo"           ,"2019-11-11"     ,"Devolvido"
1636 ,"Sophia Dias"                 ,     4777.23 ,"Brinquedo"           ,"2019-11-21"     ,"Devolvido"
1637 ,"Diego Cassiano"              ,     1800.64 ,"Ferramenta"          ,"2019-03-17"     ,"Cancelado"
1638 ,"Bruna Rios"                  ,     3418.18 ,"Utensílio Doméstico" ,"2019-05-30"     ,"Em Devolução"
1639 ,"Kevin Fogaça"                ,     3019.92 ,"Brinquedo"           ,"2024-08-17"     ,"Cancelado"
1640 ,"Sra. Maria Liz Pastor"       ,     4731.43 ,"Utensílio Doméstico" ,"2023-11-21"     ,"Entregue"
1641 ,"Dra. Nina Moraes"            ,     1437.07 ,"Utensílio Doméstico" ,"2021-01-26"     ,"Em Devolução"
1642 ,"Ana Carolina Silveira"       ,     3142.01 ,"Utensílio Doméstico" ,"2021-04-21"     ,"Em Devolução"
1643 ,"Dr. Théo Abreu"              ,     1956.65 ,"Utensílio Doméstico" ,"2020-07-01"     ,"Cancelado"
1644 ,"Renan Camargo"               ,     1088.11 ,"Utensílio Doméstico" ,"2021-03-17"     ,"Devolvido"
1650 ,"Pietra Souza"                ,     4118.44 ,"Brinquedo"           ,"2023-05-09"     ,"Extraviado"
1651 ,"Sr. Augusto Teixeira"        ,     1317.5  ,"Ferramenta"          ,"2023-06-07"     ,"Extraviado"
1653 ,"Rafaela Cunha"               ,     2807.07 ,"Ferramenta"          ,"2024-06-24"     ,"Em Devolução"
1654 ,"Sra. Emanuella Pimenta"      ,     2204.5  ,"Ferramenta"          ,"2021-08-25"     ,"Extraviado"
1655 ,"Lunna Lopes"                 ,     2427.97 ,"Brinquedo"           ,"2022-05-29"     ,"Extraviado"
1656 ,"Cecília Moraes"              ,     1489.25 ,"Utensílio Doméstico" ,"2021-07-30"     ,"Extraviado"
1657 ,"Léo Garcia"                  ,     3037.29 ,"Brinquedo"           ,"2020-10-08"     ,"Devolvido"
1658 ,"José Miguel da Costa"        ,     3454.05 ,"Brinquedo"           ,"2022-03-21"     ,"Cancelado"
1659 ,"Dr. Isaac Peixoto"           ,     4670.57 ,"Utensílio Doméstico" ,"2021-01-09"     ,"Entregue"
1660 ,"Clara Duarte"                ,     4736.37 ,"Brinquedo"           ,"2020-06-17"     ,"Cancelado"
1662 ,"Dra. Bruna Machado"          ,     3852.17 ,"Ferramenta"          ,"2021-11-17"     ,"Extraviado"
1663 ,"Srta. Maria Alice Pereira"   ,     3421.13 ,"Ferramenta"          ,"2020-06-29"     ,"Extraviado"
1664 ,"Vitor Hugo Monteiro"         ,     1041.05 ,"Ferramenta"          ,"2024-06-05"     ,"Entregue"
1665 ,"Mathias da Mata"             ,     3956.53 ,"Ferramenta"          ,"2022-01-26"     ,"Devolvido"
1666 ,"Dr. Levi Siqueira"           ,     1019.45 ,"Ferramenta"          ,"2019-02-15"     ,"Em Devolução"
1667 ,"Gael Henrique Pereira"       ,     2644.13 ,"Utensílio Doméstico" ,"2023-12-27"     ,"Devolvido"
1668 ,"Natália Barros"              ,     2955.2  ,"Brinquedo"           ,"2020-07-03"     ,"Devolvido"
1669 ,"Ryan Leão"                   ,     2517.88 ,"Utensílio Doméstico" ,"2023-11-19"     ,"Devolvido"
1670 ,"Maria Isis Aragão"           ,     4651.15 ,"Utensílio Doméstico" ,"2024-03-06"     ,"Extraviado"
1672 ,"Pedro Lucas das Neves"       ,     4233.28 ,"Utensílio Doméstico" ,"2022-04-15"     ,"Em Devolução"
1674 ,"Aurora Silveira"             ,     1289.96 ,"Utensílio Doméstico" ,"2019-06-25"     ,"Devolvido"
1675 ,"Ayla Montenegro"             ,     1197.59 ,"Utensílio Doméstico" ,"2024-12-08"     ,"Entregue"
1676 ,"Sophie Farias"               ,     4323.55 ,"Utensílio Doméstico" ,"2024-09-24"     ,"Extraviado"
1677 ,"Aylla Nunes"                 ,     4630.57 ,"Utensílio Doméstico" ,"2020-05-29"     ,"Cancelado"
1678 ,"Calebe Siqueira"             ,     4438.52 ,"Ferramenta"          ,"2020-11-14"     ,"Extraviado"
1679 ,"Maria Júlia Santos"          ,     3458.69 ,"Brinquedo"           ,"2019-10-09"     ,"Cancelado"
1680 ,"Vitória Costa"               ,     2831.11 ,"Ferramenta"          ,"2020-08-31"     ,"Extraviado"
1681 ,"Francisco Pastor"            ,     2015.01 ,"Utensílio Doméstico" ,"2024-09-15"     ,"Cancelado"
1682 ,"Davi Lucca da Conceição"     ,     4245.38 ,"Ferramenta"          ,"2020-07-19"     ,"Entregue"
1684 ,"Bruno Carvalho"              ,     4773.84 ,"Ferramenta"          ,"2024-05-21"     ,"Extraviado"
1685 ,"Maria Luísa Cirino"          ,     3568    ,"Brinquedo"           ,"2020-03-11"     ,"Cancelado"
1686 ,"Allana Ferreira"             ,     3550.66 ,"Brinquedo"           ,"2022-03-24"     ,"Extraviado"
1687 ,"Carolina Sá"                 ,     1115.88 ,"Ferramenta"          ,"2023-11-21"     ,"Devolvido"
1688 ,"Bruno Silveira"              ,     2891.1  ,"Ferramenta"          ,"2023-03-13"     ,"Devolvido"
1689 ,"Sra. Hellena Abreu"          ,     1131.29 ,"Brinquedo"           ,"2024-05-13"     ,"Em Devolução"
1690 ,"Alexandre Leão"              ,     2701.11 ,"Ferramenta"          ,"2019-10-06"     ,"Cancelado"
1691 ,"Zoe Aparecida"               ,     1962.73 ,"Utensílio Doméstico" ,"2022-01-07"     ,"Entregue"
1693 ,"Isabel Rezende"              ,     3786.21 ,"Brinquedo"           ,"2022-10-28"     ,"Extraviado"
1694 ,"Gabriel Brito"               ,     3123.37 ,"Ferramenta"          ,"2021-02-05"     ,"Cancelado"
1696 ,"Henrique da Paz"             ,     3107.94 ,"Brinquedo"           ,"2022-04-25"     ,"Devolvido"
1697 ,"Erick Garcia"                ,     4331.67 ,"Utensílio Doméstico" ,"2019-09-07"     ,"Cancelado"
1699 ,"Sra. Cecília Lima"           ,     3008.23 ,"Ferramenta"          ,"2020-07-27"     ,"Em Devolução"
1700 ,"Dra. Evelyn Teixeira"        ,     1975.32 ,"Utensílio Doméstico" ,"2023-09-30"     ,"Devolvido"
1701 ,"Srta. Julia Macedo"          ,     4644.26 ,"Brinquedo"           ,"2024-11-04"     ,"Devolvido"
1702 ,"Sophie Aragão"               ,     1393.02 ,"Brinquedo"           ,"2021-01-24"     ,"Entregue"
1704 ,"Dra. Ágatha Nunes"           ,     2861.46 ,"Brinquedo"           ,"2019-11-29"     ,"Devolvido"
1705 ,"Leandro Pimenta"             ,     2449.26 ,"Ferramenta"          ,"2021-08-30"     ,"Extraviado"
1706 ,"Maria Vitória Costela"       ,     3672.9  ,"Brinquedo"           ,"2021-10-23"     ,"Entregue"
1707 ,"Aurora Brito"                ,     2227.82 ,"Utensílio Doméstico" ,"2022-03-18"     ,"Em Devolução"
1708 ,"Thiago Rocha"                ,     3832.03 ,"Brinquedo"           ,"2021-10-19"     ,"Entregue"
1709 ,"Eloah Andrade"               ,     3556.94 ,"Brinquedo"           ,"2020-03-17"     ,"Entregue"
1710 ,"Calebe Peixoto"              ,     3183.67 ,"Ferramenta"          ,"2021-04-08"     ,"Extraviado"
1712 ,"Samuel Borges"               ,     3119.27 ,"Utensílio Doméstico" ,"2020-02-24"     ,"Em Devolução"
1713 ,"Théo Cardoso"                ,     3750.77 ,"Utensílio Doméstico" ,"2022-08-15"     ,"Devolvido"
1716 ,"Olivia Porto"                ,     3222.06 ,"Ferramenta"          ,"2022-10-12"     ,"Cancelado"
1718 ,"Arthur Gabriel Costa"        ,     2850.08 ,"Brinquedo"           ,"2021-08-23"     ,"Cancelado"
1719 ,"Hadassa Abreu"               ,     2895.47 ,"Utensílio Doméstico" ,"2019-11-11"     ,"Entregue"
1720 ,"Olivia Borges"               ,     4320.02 ,"Utensílio Doméstico" ,"2022-08-16"     ,"Em Devolução"
1721 ,"Lavínia Gonçalves"           ,     2477.83 ,"Utensílio Doméstico" ,"2020-12-21"     ,"Em Devolução"
1722 ,"Dra. Letícia Rios"           ,     1801.87 ,"Utensílio Doméstico" ,"2019-07-14"     ,"Em Devolução"
1723 ,"Theo Freitas"                ,     4978.22 ,"Utensílio Doméstico" ,"2022-09-04"     ,"Em Devolução"
1724 ,"Aurora da Conceição"         ,     2055.26 ,"Utensílio Doméstico" ,"2024-03-01"     ,"Extraviado"
1725 ,"Isabella Almeida"            ,     1807.24 ,"Ferramenta"          ,"2021-11-28"     ,"Cancelado"
1726 ,"Valentim Porto"              ,     4871.82 ,"Utensílio Doméstico" ,"2021-03-22"     ,"Em Devolução"
1727 ,"Clara Camargo"               ,     1158.73 ,"Ferramenta"          ,"2022-01-17"     ,"Em Devolução"
1728 ,"Sr. Luiz Miguel Correia"     ,     1456.42 ,"Utensílio Doméstico" ,"2020-03-14"     ,"Entregue"
1730 ,"Dra. Maria Flor Gonçalves"   ,     4373.92 ,"Ferramenta"          ,"2019-03-19"     ,"Entregue"
1732 ,"Vinicius Correia"            ,     4036.41 ,"Brinquedo"           ,"2023-12-24"     ,"Cancelado"
1733 ,"Marcela Cassiano"            ,     4897.33 ,"Utensílio Doméstico" ,"2022-07-06"     ,"Devolvido"
1734 ,"Mariane da Luz"              ,     1797.09 ,"Ferramenta"          ,"2023-06-12"     ,"Entregue"
1735 ,"Emanuel Carvalho"            ,     2131.63 ,"Utensílio Doméstico" ,"2021-08-25"     ,"Extraviado"
1737 ,"Ravy Oliveira"               ,     4983.87 ,"Brinquedo"           ,"2019-07-06"     ,"Cancelado"
